\hline
 bin             &  Charge misid.   &   $t\bar{t}$VV   &    X+$\gamma$    &   $t\bar{t}Z$    &       Rare       &   $t\bar{t}H$    &    $t\bar{t}W$    &  Nonprompt lep.   &     Total bkg     &       Data        &     Data/bkg    \\ \hline
\hline
 [330.0-340.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.04 +- 0.03   &   0.00 +- 0.00   &   0.03 +- 0.01   &    0.17 +- 0.04   &    0.10 +- 0.07   &    0.34 +- 0.09   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [340.0-350.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.01 +- 0.01   &   0.01 +- 0.01   &   0.08 +- 0.06   &   0.03 +- 0.01   &    0.15 +- 0.04   &    0.00 +- 0.00   &    0.29 +- 0.07   &    1.00 +- 1.00   &   3.49 +- 3.60  \\ \hline
 [350.0-360.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.01 +- 0.02   &   0.10 +- 0.08   &   0.02 +- 0.01   &    0.17 +- 0.04   &    0.04 +- 0.05   &    0.36 +- 0.10   &    1.00 +- 1.00   &   2.81 +- 2.92  \\ \hline
 [360.0-370.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.07 +- 0.06   &   0.03 +- 0.01   &    0.07 +- 0.03   &    0.00 +- 0.00   &    0.17 +- 0.07   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [370.0-380.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.06 +- 0.05   &   0.01 +- 0.01   &    0.08 +- 0.04   &    0.00 +- 0.00   &    0.17 +- 0.06   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [380.0-390.0]   &   0.00 +- 0.00   &   0.01 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.01   &   0.03 +- 0.03   &   0.01 +- 0.01   &    0.07 +- 0.03   &    0.00 +- 0.00   &    0.11 +- 0.04   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [390.0-400.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.01   &   0.03 +- 0.03   &   0.01 +- 0.00   &    0.08 +- 0.03   &    0.00 +- 0.00   &    0.12 +- 0.04   &    2.00 +- 1.41   &  16.50 +-12.95  \\ \hline
 [400.0-410.0]   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.01 +- 0.01   &    0.09 +- 0.03   &    0.10 +- 0.08   &    0.22 +- 0.08   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [410.0-420.0]   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.00 +- 0.00   &   0.00 +- 0.01   &   0.04 +- 0.04   &   0.01 +- 0.00   &    0.04 +- 0.02   &    0.04 +- 0.04   &    0.15 +- 0.07   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
 [420.0-430.0]   &   0.00 +- 0.00   &   0.01 +- 0.00   &   0.00 +- 0.00   &   0.01 +- 0.01   &   0.02 +- 0.02   &   0.01 +- 0.00   &    0.11 +- 0.03   &    0.00 +- 0.00   &    0.15 +- 0.03   &    0.00 +- 0.00   &   0.00 +- 0.00  \\ \hline
